bank,d,tt_buy,tt_sell,n_buy,n_sell,mid
cbsl,2024-02-15,308.2195,318.0679,,,
cbsl,2024-02-16,307.7043,317.762,,,
cbsl,2024-02-19,307.4708,317.2903,,,
cbsl,2024-02-20,307.3445,317.1692,,,
cbsl,2024-02-21,307.1414,316.8174,,,
cbsl,2024-02-22,306.5399,316.0679,,,
cbsl,2024-02-26,306.0865,315.8517,,,
cbsl,2024-02-27,306.0623,315.7299,,,
cbsl,2024-02-28,305.5624,315.2986,,,
cbsl,2024-02-29,305.1682,314.8771,,,
cbsl,2024-03-01,304.7116,314.2362,,,
cbsl,2024-03-04,303.8123,313.4131,,,
cbsl,2024-03-05,303.0472,312.6876,,,
cbsl,2024-03-06,302.9735,312.6086,,,
cbsl,2024-03-07,303.0947,312.4368,,,
cbsl,2024-03-11,302.6227,311.9825,,,
cbsl,2024-03-12,302.0716,311.45,,,
cbsl,2024-03-13,301.7622,311.0041,,,
cbsl,2024-03-14,301.013,310.6428,,,
cbsl,2024-03-15,300.6026,310.2053,,,
cbsl,2024-03-18,300.0562,309.6749,,,
cbsl,2024-03-19,299.294,308.9065,,,
cbsl,2024-03-20,299.1361,308.7249,,,
cbsl,2024-03-21,299.0465,308.8069,,,
cbsl,2024-03-22,298.9909,308.6902,,,
cbsl,2024-03-25,298.4579,307.9921,,,
cbsl,2024-03-26,297.6319,307.3326,,,
cbsl,2024-03-27,296.7631,306.3453,,,
cbsl,2024-03-28,295.5429,305.3339,,,
cbsl,2024-04-01,295.575,305.1018,,,
cbsl,2024-04-02,295.2015,304.9073,,,
cbsl,2024-04-03,295.2486,304.6043,,,
cbsl,2024-04-04,295.0963,304.5631,,,
cbsl,2024-04-05,294.9271,304.2846,,,
cbsl,2024-04-08,294.3442,303.8976,,,
cbsl,2024-04-09,294.0863,303.4415,,,
cbsl,2024-04-10,293.6852,303.3335,,,
cbsl,2024-04-15,293.7979,303.2586,,,
cbsl,2024-04-16,294.2057,303.5476,,,
cbsl,2024-04-17,295.28,305.1931,,,
cbsl,2024-04-18,296.903,306.4145,,,
cbsl,2024-04-19,296.8792,306.5961,,,
cbsl,2024-04-22,297.0024,306.4586,,,
cbsl,2024-04-24,295.4376,305.393,,,
cbsl,2024-04-25,292.7078,302.5848,,,
cbsl,2024-04-26,291.877,301.2928,,,
cbsl,2024-04-29,291.5224,300.9597,,,
cbsl,2024-04-30,293.4489,302.76,,,
cbsl,2024-05-02,292.6868,302.3542,,,
cbsl,2024-05-03,292.129,301.9031,,,
cbsl,2024-05-06,292.0793,302.304,,,
cbsl,2024-05-07,293.8542,303.0127,,,
cbsl,2024-05-08,294.3822,303.9272,,,
cbsl,2024-05-09,293.8242,303.3789,,,
cbsl,2024-05-10,293.7297,303.384,,,
cbsl,2024-05-13,294.1501,303.7846,,,
cbsl,2024-05-14,295.6765,305.2385,,,
cbsl,2024-05-15,296.7431,306.428,,,
cbsl,2024-05-16,297.3178,307.0361,,,
cbsl,2024-05-17,295.8026,305.1511,,,
cbsl,2024-05-20,294.9261,304.5972,,,
cbsl,2024-05-21,294.7827,304.3151,,,
cbsl,2024-05-22,294.8231,304.4801,,,
cbsl,2024-05-27,295.3789,304.9953,,,
cbsl,2024-05-28,295.8074,305.4195,,,
cbsl,2024-05-29,296.83,306.4442,,,
cbsl,2024-05-30,296.8721,306.4863,,,
cbsl,2024-05-31,296.9774,306.5863,,,
cbsl,2024-06-03,297.0726,306.67,,,
cbsl,2024-06-04,297.1489,306.8239,,,
cbsl,2024-06-05,297.293,306.8807,,,
cbsl,2024-06-06,297.5664,307.0499,,,
cbsl,2024-06-07,297.8373,307.4417,,,
cbsl,2024-06-10,297.9364,307.5273,,,
cbsl,2024-06-11,298.4565,308.0019,,,
cbsl,2024-06-12,298.7951,308.2634,,,
cbsl,2024-06-13,299.0081,308.4819,,,
cbsl,2024-06-14,299.0423,308.5156,,,
cbsl,2024-06-18,299.3132,308.6531,,,
cbsl,2024-06-19,300.2063,309.6304,,,
cbsl,2024-06-20,300.6388,310.0538,,,
cbsl,2024-06-24,300.5658,309.8847,,,
cbsl,2024-06-25,300.5423,309.8056,,,
cbsl,2024-06-26,300.526,309.7877,,,
cbsl,2024-06-27,300.6997,309.8352,,,
cbsl,2024-06-28,301.0183,310.3533,,,
cbsl,2024-07-01,301.3772,310.6444,,,
cbsl,2024-07-02,300.3979,309.6342,,,
cbsl,2024-07-03,298.7262,308.1754,,,
cbsl,2024-07-04,299.6873,308.9221,,,
cbsl,2024-07-05,300.0612,309.3025,,,
cbsl,2024-07-08,300.0255,309.2202,,,
cbsl,2024-07-09,299.791,309.1277,,,
cbsl,2024-07-10,299.2616,308.5052,,,
cbsl,2024-07-11,299.0467,308.3411,,,
cbsl,2024-07-12,298.2749,307.4603,,,
cbsl,2024-07-15,297.1963,306.4074,,,
cbsl,2024-07-16,297.7381,307.0529,,,
cbsl,2024-07-17,299.1543,308.463,,,
cbsl,2024-07-18,299.2042,308.5274,,,
cbsl,2024-07-19,299.235,308.5317,,,
cbsl,2024-07-22,298.8995,308.1989,,,
cbsl,2024-07-23,299.2958,308.5447,,,
cbsl,2024-07-24,299.0799,308.3906,,,
cbsl,2024-07-25,298.9498,308.2486,,,
cbsl,2024-07-26,298.7131,307.9537,,,
cbsl,2024-07-29,298.485,307.7765,,,
cbsl,2024-07-30,298.0989,307.3942,,,
cbsl,2024-07-31,297.8582,307.1744,,,
cbsl,2024-08-01,297.7928,307.0819,,,
cbsl,2024-08-02,297.643,306.9317,,,
cbsl,2024-08-05,297.339,306.6515,,,
cbsl,2024-08-06,297.6981,306.9872,,,
cbsl,2024-08-07,297.5065,306.7677,,,
cbsl,2024-08-08,297.0104,306.2824,,,
cbsl,2024-08-09,296.286,305.4598,,,
cbsl,2024-08-12,295.4154,304.6641,,,
cbsl,2024-08-13,295.0812,304.2751,,,
cbsl,2024-08-14,294.5495,303.82,,,
cbsl,2024-08-15,294.5113,303.7761,,,
cbsl,2024-08-16,294.316,303.5267,,,
cbsl,2024-08-20,294.3604,303.5775,,,
cbsl,2024-08-21,295.2072,304.4523,,,
cbsl,2024-08-22,295.7249,305.0419,,,
cbsl,2024-08-23,296.5514,305.8076,,,
cbsl,2024-08-26,295.3731,304.6485,,,
cbsl,2024-08-27,296.368,305.6146,,,
cbsl,2024-08-28,295.8172,305.0549,,,
cbsl,2024-08-29,295.9008,305.1266,,,
cbsl,2024-08-30,295.3866,304.5824,,,
cbsl,2024-09-02,294.7836,303.8481,,,
cbsl,2024-09-03,294.6561,303.8345,,,
cbsl,2024-09-04,294.4895,303.7063,,,
cbsl,2024-09-05,294.366,303.5903,,,
cbsl,2024-09-06,294.1826,303.3974,,,
cbsl,2024-09-09,294.5968,303.8148,,,
cbsl,2024-09-10,296.9231,306.3564,,,
cbsl,2024-09-11,296.0824,305.3639,,,
cbsl,2024-09-12,296.4174,305.6915,,,
cbsl,2024-09-13,296.4599,305.778,,,
cbsl,2024-09-18,297.7271,307.0166,,,
cbsl,2024-09-19,299.2026,308.5712,,,
cbsl,2024-09-20,299.9417,309.2309,,,
cbsl,2024-09-23,300.18,309.2836,,,
cbsl,2024-09-24,299.7192,309.085,,,
cbsl,2024-09-25,297.9555,307.3183,,,
cbsl,2024-09-26,295.8071,304.915,,,
cbsl,2024-09-27,295.303,304.3376,,,
cbsl,2024-09-30,293.5054,302.5647,,,
cbsl,2024-10-01,292,301.0564,,,
cbsl,2024-10-02,290.3097,299.3572,,,
cbsl,2024-10-03,291.9436,301.1694,,,
cbsl,2024-10-04,289.4949,298.4983,,,
cbsl,2024-10-07,289.5779,298.687,,,
cbsl,2024-10-08,288.9611,298.0322,,,
cbsl,2024-10-09,288.5806,297.6233,,,
cbsl,2024-10-10,288.6646,297.6682,,,
cbsl,2024-10-11,288.4602,297.4621,,,
cbsl,2024-10-14,288.5097,297.4942,,,
cbsl,2024-10-15,289.1796,298.1775,,,
cbsl,2024-10-16,288.9191,297.919,,,
cbsl,2024-10-18,288.5261,297.5357,,,
cbsl,2024-10-21,288.6142,297.6054,,,
cbsl,2024-10-22,288.6592,297.6578,,,
cbsl,2024-10-23,288.6278,297.6261,,,
cbsl,2024-10-24,289.0028,298.1109,,,
cbsl,2024-10-25,289.1548,298.2096,,,
cbsl,2024-10-28,289.0657,298.114,,,
cbsl,2024-10-29,289.0815,298.1697,,,
cbsl,2024-10-30,289.063,298.1487,,,
cbsl,2024-11-01,288.5988,297.6445,,,
cbsl,2024-11-04,288.5542,297.6042,,,
cbsl,2024-11-05,288.6776,297.7236,,,
cbsl,2024-11-06,288.5439,297.6284,,,
cbsl,2024-11-07,288.4047,297.4881,,,
cbsl,2024-11-08,288.132,297.1876,,,
cbsl,2024-11-11,288.1635,297.1536,,,
cbsl,2024-11-12,288.1975,297.2248,,,
cbsl,2024-11-13,287.9534,296.9762,,,
cbsl,2024-11-14,287.7253,296.726,,,
cbsl,2024-11-18,287.4951,296.4799,,,
cbsl,2024-11-19,286.7471,295.7679,,,
cbsl,2024-11-20,286.5525,295.5988,,,
cbsl,2024-11-21,286.5445,295.5515,,,
cbsl,2024-11-22,286.4406,295.4521,,,
cbsl,2024-11-25,286.5102,295.5174,,,
cbsl,2024-11-26,286.6622,295.6702,,,
cbsl,2024-11-27,286.7016,295.6966,,,
cbsl,2024-11-28,286.5734,295.5806,,,
cbsl,2024-11-29,286.3163,295.045,,,
cbsl,2024-12-02,286.3962,294.973,,,
cbsl,2024-12-03,286.3884,294.9861,,,
cbsl,2024-12-04,286.192,294.808,,,
cbsl,2024-12-05,286.0964,294.6938,,,
cbsl,2024-12-06,286.021,294.618,,,
cbsl,2024-12-09,286.1018,294.7043,,,
cbsl,2024-12-10,286.021,294.6338,,,
cbsl,2024-12-11,285.9946,294.6048,,,
cbsl,2024-12-12,285.9466,294.5168,,,
cbsl,2024-12-13,285.9209,294.491,,,
cbsl,2024-12-16,285.9908,294.561,,,
cbsl,2024-12-17,286.4435,295.0915,,,
cbsl,2024-12-18,286.8689,295.5003,,,
cbsl,2024-12-19,287.4564,296.0725,,,
cbsl,2024-12-20,288.5761,297.3339,,,
cbsl,2024-12-23,289.7312,298.5262,,,
cbsl,2024-12-24,292.2525,300.9844,,,
cbsl,2024-12-26,290.7182,299.5208,,,
cbsl,2024-12-27,289.4972,298.295,,,
cbsl,2024-12-30,288.3393,297.0686,,,
cbsl,2024-12-31,288.3293,297.0162,,,
cbsl,2025-01-01,289.0808,297.6536,,,
cbsl,2025-01-02,289.0044,297.5884,,,
cbsl,2025-01-03,289.0755,297.641,,,
cbsl,2025-01-06,289.721,298.4165,,,
cbsl,2025-01-07,291.3228,299.9224,,,
cbsl,2025-01-08,286.4663,300.5203,,,
cbsl,2025-01-09,291.7598,300.3145,,,
cbsl,2025-01-10,290.6412,299.2063,,,
cbsl,2025-01-15,290.7448,299.2836,,,
cbsl,2025-01-16,291.3844,299.9321,,,
cbsl,2025-01-17,292.2195,300.6917,,,
cbsl,2025-01-20,292.2957,300.8181,,,
cbsl,2025-01-21,292.8301,301.3321,,,
cbsl,2025-01-22,293.4537,302.02,,,
cbsl,2025-01-23,294.4667,303.245,,,
cbsl,2025-01-24,294.4174,303.1063,,,
cbsl,2025-01-27,294.0153,302.7727,,,
cbsl,2025-01-28,294.1801,302.8942,,,
cbsl,2025-01-29,292.9214,301.6055,,,
cbsl,2025-01-30,292.4561,301.1598,,,
cbsl,2025-01-31,293.2328,301.9936,,,
cbsl,2025-02-03,294.4739,303.1114,,,
cbsl,2025-02-05,295.514,304.1372,,,
cbsl,2025-02-06,294.5084,303.1764,,,
cbsl,2025-02-07,294.2414,302.8981,,,
cbsl,2025-02-10,293.1833,301.7436,,,
cbsl,2025-02-11,292.7919,301.3398,,,
cbsl,2025-02-13,292.6159,301.1953,,,
cbsl,2025-02-14,291.5757,300.1249,,,
cbsl,2025-02-17,291.3447,299.9921,,,
cbsl,2025-02-18,291.2807,299.8141,,,
cbsl,2025-02-19,292.5502,301.1649,,,
cbsl,2025-02-20,292.729,301.3006,,,
cbsl,2025-02-21,291.7722,300.3068,,,
cbsl,2025-02-24,291.5126,300.088,,,
cbsl,2025-02-25,291.439,300.0011,,,
cbsl,2025-02-27,291.4049,299.98,,,
cbsl,2025-02-28,291.1925,299.7397,,,
cbsl,2025-03-03,291.0558,299.616,,,
cbsl,2025-03-04,290.9982,299.5914,,,
cbsl,2025-03-05,290.9511,299.518,,,
cbsl,2025-03-06,291.3211,299.8506,,,
cbsl,2025-03-07,291.3003,299.8398,,,
cbsl,2025-03-10,291.253,299.7924,,,
cbsl,2025-03-11,291.2609,299.8003,,,
cbsl,2025-03-12,291.2556,299.7977,,,
cbsl,2025-03-14,291.2556,299.7977,,,
cbsl,2025-03-17,292.5401,300.9558,,,
cbsl,2025-03-18,292.0043,300.6011,,,
cbsl,2025-03-19,291.8071,300.3172,,,
cbsl,2025-03-20,292.1879,300.6864,,,
cbsl,2025-03-21,292.259,300.7575,,,
cbsl,2025-03-24,292.4009,300.9156,,,
cbsl,2025-03-25,292.4845,301.0025,,,
cbsl,2025-03-26,292.3299,300.8497,,,
cbsl,2025-03-27,292.1064,300.6258,,,
cbsl,2025-03-28,292.0669,300.5806,,,
cbsl,2025-04-01,291.9591,300.4758,,,
cbsl,2025-04-02,291.8882,300.3935,,,
cbsl,2025-04-03,292.0185,300.6875,,,
cbsl,2025-04-04,292.5116,301.1496,,,
cbsl,2025-04-07,292.4976,301.0425,,,
cbsl,2025-04-08,293.4455,302.1451,,,
cbsl,2025-04-09,295.8628,304.4215,,,
cbsl,2025-04-10,294.1305,303.2612,,,
cbsl,2025-04-11,294.2887,303.1241,,,
cbsl,2025-04-16,293.9185,302.6158,,,
cbsl,2025-04-17,294.3851,303.0313,,,
cbsl,2025-04-21,294.6708,303.3271,,,
cbsl,2025-04-22,295.1061,303.7968,,,
cbsl,2025-04-23,295.4634,304.1056,,,
cbsl,2025-04-24,295.508,304.1636,,,
cbsl,2025-04-25,295.5682,304.2318,,,
cbsl,2025-04-28,295.3978,304.0396,,,
cbsl,2025-04-29,295.3977,303.7976,,,
cbsl,2025-04-30,295.3908,303.7534,,,
cbsl,2025-05-02,295.1794,303.7007,,,
cbsl,2025-05-05,295.2043,303.6974,,,
cbsl,2025-05-06,295.1849,303.6784,,,
cbsl,2025-05-07,295.3067,303.6686,,,
cbsl,2025-05-08,295.0738,303.564,,,
cbsl,2025-05-09,294.8838,303.2446,,,
cbsl,2025-05-14,294.6973,303.0575,,,
cbsl,2025-05-15,294.3475,302.7226,,,
cbsl,2025-05-16,294.3034,302.6561,,,
cbsl,2025-05-19,294.9858,303.4859,,,
cbsl,2025-05-20,295.8167,304.3295,,,
cbsl,2025-05-21,296.2017,304.6104,,,
cbsl,2025-05-22,295.4193,303.7981,,,
cbsl,2025-05-23,295.1831,303.5843,,,
cbsl,2025-05-26,295.2405,303.7056,,,
cbsl,2025-05-27,295.4449,303.929,,,
cbsl,2025-05-28,295.5596,304.0121,,,
cbsl,2025-05-29,295.3093,303.7924,,,
cbsl,2025-05-30,295.1744,303.6807,,,
cbsl,2025-06-02,295.3567,303.7455,,,
cbsl,2025-06-03,295.3751,303.7113,,,
cbsl,2025-06-04,295.2542,303.6159,,,
cbsl,2025-06-05,295.1542,303.4842,,,
cbsl,2025-06-06,294.9831,303.4025,,,
cbsl,2025-06-09,294.9944,303.3183,,,
cbsl,2025-06-11,294.9734,303.2972,,,
cbsl,2025-06-12,294.8708,303.1787,,,
cbsl,2025-06-13,294.9918,303.2999,,,
cbsl,2025-06-16,295.7511,304.0563,,,
cbsl,2025-06-17,296.8621,305.2326,,,
cbsl,2025-06-18,296.82,305.1979,,,
cbsl,2025-06-19,296.4263,304.7706,,,
cbsl,2025-06-20,296.5205,304.8843,,,
cbsl,2025-06-23,296.5605,304.9807,,,
cbsl,2025-06-24,296.672,305.0691,,,
cbsl,2025-06-25,296.2475,304.6388,,,
cbsl,2025-06-26,295.8582,304.2223,,,
cbsl,2025-06-27,295.8606,304.1884,,,
cbsl,2025-06-30,295.8348,304.1589,,,
cbsl,2025-07-01,295.9104,304.2912,,,
cbsl,2025-07-02,295.8616,304.2846,,,
cbsl,2025-07-03,295.8533,304.2734,,,
cbsl,2025-07-04,296.1321,304.0227,,,
cbsl,2025-07-07,296.2488,303.9728,,,
cbsl,2025-07-08,297.3669,305.0278,,,
cbsl,2025-07-09,297.0614,304.6613,,,
cbsl,2025-07-11,296.8506,304.436,,,
cbsl,2025-07-14,297.1393,304.7196,,,
cbsl,2025-07-15,297.2345,304.7371,,,
cbsl,2025-07-16,297.305,304.8108,,,
cbsl,2025-07-17,297.6467,305.1196,,,
cbsl,2025-07-18,297.6835,305.2223,,,
cbsl,2025-07-21,297.8802,305.4198,,,
cbsl,2025-07-22,297.988,305.5256,,,
cbsl,2025-07-23,297.996,305.5172,,,
cbsl,2025-07-24,298.0302,305.565,,,
cbsl,2025-07-25,298.0459,305.5809,,,
cbsl,2025-07-28,298.1274,305.6652,,,
cbsl,2025-07-29,298.1872,305.7939,,,
cbsl,2025-07-30,298.303,305.8575,,,
cbsl,2025-07-31,298.3293,305.8759,,,
cbsl,2025-08-01,298.1746,305.789,,,
cbsl,2025-08-04,297.4318,305.0923,,,
cbsl,2025-08-05,297.2128,304.7188,,,
cbsl,2025-08-06,297.1004,304.6196,,,
cbsl,2025-08-07,297.0504,304.719,,,
cbsl,2025-08-11,296.8184,304.6423,,,
cbsl,2025-08-12,297.0754,304.6112,,,
cbsl,2025-08-13,297.2108,304.7082,,,
cbsl,2025-08-14,297.1871,304.6897,,,
cbsl,2025-08-15,297.3496,304.8688,,,
cbsl,2025-08-18,297.258,304.8142,,,
cbsl,2025-08-19,297.502,305.0432,,,
cbsl,2025-08-20,297.7433,305.2961,,,
cbsl,2025-08-21,297.916,305.5639,,,
cbsl,2025-08-22,298.1279,305.6536,,,
cbsl,2025-08-25,298.2358,305.7616,,,
cbsl,2025-08-26,298.4738,306.0118,,,
cbsl,2025-08-27,298.4923,306.0307,,,
cbsl,2025-08-28,298.6483,306.1754,,,
cbsl,2025-08-29,298.6273,306.1596,,,
cbsl,2025-09-01,298.3056,305.8196,,,
cbsl,2025-09-02,298.2426,305.8206,,,
cbsl,2025-09-03,298.4404,305.9669,,,
cbsl,2025-09-04,298.2924,305.8275,,,
cbsl,2025-09-08,298.2616,305.7695,,,
cbsl,2025-09-09,298.259,305.7668,,,
cbsl,2025-09-10,298.2463,305.7537,,,
cbsl,2025-09-11,298.2674,305.7747,,,
cbsl,2025-09-12,298.1194,305.6536,,,
cbsl,2025-09-15,298.2516,305.7773,,,
cbsl,2025-09-16,298.3161,305.8511,,,
cbsl,2025-09-17,298.2977,305.8327,,,
cbsl,2025-09-18,298.2306,305.7537,,,
cbsl,2025-09-19,298.2767,305.809,,,
cbsl,2025-09-22,298.658,306.1729,,,
cbsl,2025-09-23,298.722,306.2491,,,
cbsl,2025-09-24,298.7641,306.278,,,
cbsl,2025-09-25,298.8575,306.0913,,,
cbsl,2025-09-26,298.8679,306.1151,,,
cbsl,2025-09-29,298.7693,306.2965,,,
cbsl,2025-09-30,298.7784,306.2994,,,
cbsl,2025-10-01,298.7904,306.2912,,,
cbsl,2025-10-02,298.7798,306.2781,,,
cbsl,2025-10-03,298.7693,306.2675,,,
cbsl,2025-10-07,298.7404,306.2386,,,
cbsl,2025-10-08,298.7889,306.2968,,,
cbsl,2025-10-09,298.9214,306.3939,,,
cbsl,2025-10-10,298.9845,306.4597,,,
cbsl,2025-10-13,298.8846,306.3702,,,
cbsl,2025-10-14,298.8494,306.331,,,
cbsl,2025-10-15,299.0754,306.5607,,,
cbsl,2025-10-16,299.1596,306.6449,,,
cbsl,2025-10-17,299.245,306.7603,,,
cbsl,2025-10-21,299.2292,306.7182,,,
cbsl,2025-10-22,299.3865,306.8656,,,
cbsl,2025-10-23,299.8008,307.1427,,,
cbsl,2025-10-24,299.8138,307.3223,,,
cbsl,2025-10-27,299.9868,307.5172,,,
cbsl,2025-10-28,300.4858,308.009,,,
cbsl,2025-10-29,300.4515,307.9432,,,
cbsl,2025-10-30,300.6962,308.2056,,,
cbsl,2025-10-31,300.6121,308.1077,,,
cbsl,2025-11-03,300.7068,308.1977,,,
cbsl,2025-11-04,300.7173,308.2082,,,
cbsl,2025-11-06,300.9744,308.5374,,,
cbsl,2025-11-07,301.1033,308.6506,,,
cbsl,2025-11-10,301.098,308.5743,,,
cbsl,2025-11-11,300.5068,307.9643,,,
cbsl,2025-11-12,300.5885,308.0733,,,
cbsl,2025-11-13,300.8487,308.3478,,,
cbsl,2025-11-14,301.9112,309.6114,,,
cbsl,2025-11-17,303.1511,310.858,,,
cbsl,2025-11-18,303.3219,311.0029,,,
cbsl,2025-11-19,304.3465,311.9177,,,
cbsl,2025-11-20,304.4463,312.0048,,,
cbsl,2025-11-21,304.2758,311.8332,,,
cbsl,2025-11-24,304.1023,311.6461,,,
cbsl,2025-11-25,304.0655,311.5829,,,
cbsl,2025-11-26,304.2022,311.7594,,,
cbsl,2025-11-27,304.2258,311.7832,,,
cbsl,2025-11-28,304.2467,311.8044,,,
cbsl,2025-12-01,304.391,311.9496,,,
cbsl,2025-12-02,304.8169,312.3894,,,
cbsl,2025-12-03,305.048,312.6214,,,
cbsl,2025-12-05,305.0008,312.5739,,,
cbsl,2025-12-08,304.8091,312.3946,,,
cbsl,2025-12-09,304.83,312.4026,,,
cbsl,2025-12-10,304.851,312.4237,,,
cbsl,2025-12-11,305.0376,312.6108,,,
cbsl,2025-12-12,305.3238,312.9114,,,
cbsl,2025-12-15,305.3475,312.9482,,,
cbsl,2025-12-16,305.5704,313.1685,,,
cbsl,2025-12-17,305.6811,313.2962,,,
cbsl,2025-12-18,305.8439,313.4597,,,
cbsl,2025-12-19,305.6312,313.2461,,,
cbsl,2025-12-22,305.7285,313.3304,,,
cbsl,2025-12-23,305.7625,313.3516,,,
cbsl,2025-12-24,305.8097,313.3991,,,
cbsl,2025-12-26,305.8098,313.3991,,,
cbsl,2025-12-29,305.8808,313.4702,,,
cbsl,2025-12-30,306.1279,313.7178,,,
cbsl,2025-12-31,306.2933,313.8313,,,
cbsl,2026-01-01,305.8354,313.4295,,,
cbsl,2026-01-02,305.7389,313.2752,,,
cbsl,2026-01-05,306.1175,313.6282,,,
cbsl,2026-01-06,306.2303,313.768,,,
cbsl,2026-01-07,306.2802,313.8181,,,
cbsl,2026-01-08,306.3248,313.8457,,,
cbsl,2026-01-09,305.6261,313.1618,,,
cbsl,2026-01-12,305.5393,313.0748,,,
cbsl,2026-01-13,305.3503,312.8849,,,
cbsl,2026-01-14,305.4368,312.972,,,
cbsl,2026-01-16,305.6708,313.2065,,,
cbsl,2026-01-19,305.957,313.494,,,
cbsl,2026-01-20,305.9544,313.4913,,,
cbsl,2026-01-21,305.8941,313.4306,,,
cbsl,2026-01-22,305.9544,313.4913,,,
cbsl,2026-01-23,305.9728,313.5098,,,
cbsl,2026-01-26,306.0306,313.5677,,,
cbsl,2026-01-27,305.8337,313.3699,,,
cbsl,2026-01-28,305.9807,313.5176,,,
cbsl,2026-01-29,305.9414,313.478,,,
cbsl,2026-01-30,305.6681,313.2039,,,
cbsl,2026-02-02,305.5893,313.1248,,,
cbsl,2026-02-03,305.8389,313.3753,,,
cbsl,2026-02-05,305.789,313.3251,,,
cbsl,2026-02-06,305.6576,313.1934,,,
cbsl,2026-02-09,305.726,313.2618,,,
cbsl,2026-02-10,305.7602,313.2961,,,
cbsl,2026-02-11,305.6707,313.2066,,,
cbsl,2026-02-12,305.6498,313.1854,,,
cbsl,2026-02-13,305.5237,313.0589,,,
cbsl,2026-02-16,305.479,313.0141,,,
cbsl,2026-02-17,305.4869,313.022,,,
cbsl,2026-02-18,305.6761,313.2117,,,
cbsl,2026-02-19,305.6366,313.146,,,
cbsl,2026-02-20,305.5841,313.0932,,,
cbsl,2026-02-23,305.6182,313.1434,,,
cbsl,2026-02-24,305.6919,313.2012,,,
cbsl,2026-02-25,305.584,313.0933,,,
cbsl,2026-02-26,305.5941,313.0869,,,
cbsl,2026-02-27,305.5642,313.0569,,,
cbsl,2026-03-03,305.7029,313.3818,,,
cbsl,2026-03-04,306.2201,313.9156,,,
cbsl,2026-03-05,306.8087,314.2395,,,
cbsl,2026-03-06,307.5335,315.1016,,,
cbsl,2026-03-09,307.4093,314.9894,,,
cbsl,2026-03-10,307.6185,315.1941,,,
cbsl,2026-03-11,307.187,314.863,,,
cbsl,2026-03-12,307.1786,314.8701,,,
cbsl,2026-03-13,307.1864,314.8887,,,
cbsl,2026-03-16,307.5208,315.1366,,,
cbsl,2026-03-17,307.7302,315.3022,,,
cbsl,2026-03-18,307.5471,315.0708,,,
cbsl,2026-03-19,307.5807,315.1228,,,
cbsl,2026-03-20,307.8169,315.3602,,,
cbsl,2026-03-23,308.3602,315.9406,,,
cbsl,2026-03-24,310.0293,317.4609,,,
cbsl,2026-03-25,309.914,317.4236,,,
cbsl,2026-03-26,310.3233,317.809,,,
cbsl,2026-03-27,310.6542,318.1938,,,
cbsl,2026-03-30,310.7248,318.599,,,
cbsl,2026-03-31,311.7664,319.312,,,
cbsl,2026-04-02,311.763,319.2903,,,
cbsl,2026-04-06,311.7395,319.2559,,,
cbsl,2026-04-07,311.7263,319.2533,,,
cbsl,2026-04-08,311.5323,318.9724,,,
cbsl,2026-04-09,311.6185,319.0874,,,
cbsl,2026-04-10,311.7997,319.2693,,,
cbsl,2026-04-15,311.7866,319.2614,,,
cbsl,2026-04-16,311.8103,319.2798,,,
cbsl,2026-04-17,312.2287,319.7445,,,
cbsl,2026-04-20,312.8322,320.2736,,,
cbsl,2026-04-21,312.8964,320.3926,,,
cbsl,2026-04-22,312.9772,320.7202,,,
cbsl,2026-04-23,313.623,321.0932,,,
cbsl,2026-04-24,314.0369,321.8767,,,
cbsl,2026-04-27,314.5714,322.2761,,,
cbsl,2026-04-28,314.999,322.7579,,,
cbsl,2026-04-29,315.546,323.2624,,,
cbsl,2026-04-30,315.8712,323.8049,,,
cbsl,2026-05-04,315.7008,323.8804,,,
cbsl,2026-05-05,316.0475,323.7445,,,
cbsl,2026-05-06,316.408,324.0396,,,
cbsl,2026-05-07,317.2692,324.8705,,,
cbsl,2026-05-08,317.8692,325.5338,,,
cbsl,2026-05-11,318.0363,325.6481,,,
cbsl,2026-05-12,318.5751,326.1274,,,
cbsl,2026-05-13,319.7714,327.3868,,,
cbsl,2026-05-14,322.2875,329.9201,,,
cbsl,2026-05-15,323.5345,331.1572,,,
cbsl,2026-05-18,326.7405,334.2668,,,
cbsl,2026-05-19,328.2351,338.0729,,,
cbsl,2026-05-20,332.0898,342.703,,,
cbsl,2026-05-21,342.6353,354.035,,,
cbsl,2026-05-22,342.6799,353.1723,,,
cbsl,2026-05-25,326.0127,336.4221,,,
cbsl,2026-05-26,318.3218,328.6936,,,
cbsl,2026-05-27,320.4057,330.818,,,
cbsl,2026-05-29,324.455,334.2444,,,
cbsl,2026-06-01,325.9782,335.7046,,,
cbsl,2026-06-02,326.7561,336.6059,,,
cbsl,2026-06-03,328.0033,337.9794,,,
cbsl,2026-06-04,330.1013,340.2566,,,
cbsl,2026-06-05,332.2768,342.0032,,,
cbsl,2026-06-08,331.2241,341.0411,,,
cbsl,2026-06-09,332.3805,342.0821,,,
cbsl,2026-06-10,324.6604,335.397,,,
cbsl,2026-06-11,327.6794,337.8279,,,
cbsl,2026-06-12,331.4206,341.3641,,,
cbsl,2026-06-15,326.346,336.5827,,,
cbsl,2026-06-16,328.2969,338.223,,,
cbsl,2026-06-17,330.0254,339.9083,,,
cbsl,2026-06-18,329.1875,339.0672,,,
cbsl,2026-06-19,328.8515,338.7004,,,
